frame,has_target,valid,dim_x,dim_y,min,max,mean,median
2022.06.27/0/4_096.frame,1,1,960,600,48,255,131.5110503472222,130.0
2022.06.27/0/4_099.frame,1,1,960,600,37,238,134.05933680555555,133.0
2022.06.27/0/4_134.frame,1,1,960,600,52,217,130.43350868055555,129.0
2022.06.27/0/4_176.frame,1,1,960,600,51,217,129.09912326388888,128.0
2022.06.27/0/4_368.frame,1,1,960,600,40,210,128.9987326388889,128.0
2022.06.27/0/5_092.frame,1,1,960,600,43,255,149.80127256944445,149.0
2022.06.27/0/5_106.frame,1,1,960,600,87,255,146.57545659722223,145.0
2022.06.27/0/5_107.frame,1,1,960,600,43,253,146.65563715277779,146.0
2022.06.27/0/5_130.frame,1,1,960,600,44,223,146.345640625,146.0
2022.06.27/0/5_139.frame,1,1,960,600,57,227,146.90509375,146.0
2022.06.27/0/5_142.frame,1,1,960,600,39,228,146.6357361111111,146.0
2022.06.27/0/5_379.frame,1,1,960,600,58,231,147.3511579861111,146.0
2022.06.27/0/5_670.frame,1,1,960,600,69,239,148.741390625,148.0
2022.06.27/0/5_809.frame,1,1,960,600,51,251,146.3077170138889,145.0
2022.06.27/0/5_905.frame,1,1,960,600,75,255,146.26675,144.0
2022.06.27/0/5_908.frame,1,1,960,600,82,247,148.7749826388889,147.0
2022.07.21/0/0_133.frame,1,1,960,600,84,253,158.63202430555555,159.0
2022.07.21/0/0_285.frame,1,1,960,600,78,249,159.46395659722222,160.0
2022.07.21/0/1_151.frame,1,1,960,600,64,251,153.63294270833333,154.0
2022.07.21/0/1_199.frame,1,1,960,600,59,255,154.16903298611112,153.0
2022.07.21/0/1_207.frame,1,1,960,600,60,246,155.1543454861111,155.0
2022.07.21/0/1_213.frame,1,1,960,600,56,255,155.583625,156.0
2022.07.21/0/1_413.frame,1,1,960,600,70,255,156.19261284722222,156.0
2022.07.21/0/1_416.frame,1,1,960,600,27,255,144.55036979166667,151.0
2022.07.21/0/1_484.frame,1,1,960,600,59,255,155.61608506944444,156.0
2022.07.21/0/1_556.frame,1,1,960,600,69,236,152.2055902777778,152.0
2022.07.21/0/1_675.frame,0,1,960,600,55,255,151.26250868055556,151.0
2022.07.21/0/1_836.frame,1,1,960,600,70,255,156.68429166666667,155.0
2022.07.21/0/1_838.frame,1,1,960,600,69,239,155.08218229166667,155.0
2022.07.21/0/1_848.frame,0,1,960,600,72,255,151.36441145833334,151.0
2022.07.21/0/1_886.frame,1,1,960,600,67,241,155.27597743055554,156.0
2022.07.21/0/2_089.frame,1,1,960,600,45,255,148.42442708333334,148.0
2022.07.21/0/2_146.frame,1,1,960,600,24,241,141.0299513888889,142.0
2022.07.21/0/2_161.frame,1,1,960,600,64,247,149.76808680555555,148.0
2022.07.21/0/2_170.frame,1,1,960,600,89,255,149.83954166666666,147.0
2022.07.21/0/2_197.frame,1,1,960,600,94,255,152.47604513888888,150.0
2022.07.21/0/2_229.frame,1,1,960,600,64,241,150.1754826388889,149.0
2022.07.21/0/2_305.frame,0,1,960,600,60,255,151.86391666666665,150.0
2022.07.21/0/2_369.frame,1,1,960,600,48,234,144.74321006944444,144.0
2022.07.21/0/2_444.frame,1,1,960,600,87,255,148.88129340277777,147.0
2022.07.21/0/2_451.frame,1,1,960,600,76,251,146.79617881944444,145.0
2022.07.21/0/2_462.frame,1,1,960,600,50,255,149.14550520833333,147.0
2022.07.21/0/2_494.frame,0,1,960,600,63,245,150.5744982638889,149.0
2022.07.21/0/2_720.frame,1,1,960,600,48,232,145.84776736111112,143.0
2022.07.21/0/2_782.frame,1,1,960,600,67,255,149.65379166666668,148.0
2022.07.21/0/2_826.frame,0,1,960,600,63,255,151.13799131944444,149.0
2022.07.21/0/2_829.frame,1,1,960,600,77,255,151.73597743055555,149.0
2022.07.21/0/2_831.frame,1,1,960,600,65,255,153.22289930555556,152.0
2022.07.21/0/2_832.frame,1,1,960,600,65,255,155.1796701388889,154.0
2022.07.21/0/2_848.frame,1,1,960,600,89,255,152.39909895833333,149.0
2022.07.21/0/3_089.frame,1,1,960,600,59,246,135.14494791666667,135.0
2022.07.21/0/3_103.frame,1,1,960,600,77,255,136.925328125,135.0
2022.07.21/0/3_160.frame,1,1,960,600,78,255,137.15232118055556,135.0
2022.07.21/0/3_167.frame,1,1,960,600,81,255,135.11475347222222,133.0
2022.07.21/0/3_175.frame,1,1,960,600,81,255,136.51068402777778,134.0
2022.07.21/0/3_201.frame,1,1,960,600,51,231,137.43000694444444,136.0
2022.07.21/0/3_259.frame,1,1,960,600,81,245,138.89878298611112,137.0
2022.07.21/0/3_627.frame,1,1,960,600,66,228,137.63690277777778,136.0
2022.07.21/0/3_719.frame,1,1,960,600,81,228,137.09613368055557,136.0
2022.07.21/0/3_747.frame,1,1,960,600,31,228,135.21971354166666,134.0
2022.07.21/0/3_812.frame,1,1,960,600,44,255,138.87674652777778,138.0
2022.07.21/0/3_854.frame,1,1,960,600,45,248,138.66727430555557,138.0
2022.07.21/0/4_092.frame,1,1,960,600,43,247,130.8684704861111,128.0
2022.07.21/0/4_160.frame,1,1,960,600,52,247,132.3546059027778,131.0
2022.07.21/0/4_161.frame,1,1,960,600,36,237,132.28513715277776,131.0
2022.07.21/0/4_187.frame,1,1,960,600,55,240,129.92469444444444,128.0
2022.07.21/0/4_216.frame,1,1,960,600,41,224,131.6925798611111,131.0
2022.07.21/0/4_361.frame,1,1,960,600,32,221,122.04124479166667,121.0
2022.07.21/0/4_373.frame,1,1,960,600,35,221,130.13623090277778,128.0
2022.07.21/0/4_503.frame,1,1,960,600,55,218,132.41064930555555,131.0
2022.07.21/0/4_506.frame,1,1,960,600,57,221,131.46838541666668,130.0
2022.07.21/0/4_523.frame,1,1,960,600,57,218,128.074828125,125.0
2022.07.21/0/4_628.frame,1,1,960,600,47,218,132.28619444444445,131.0
2022.07.21/0/4_804.frame,1,1,960,600,55,229,131.55822395833334,130.0
2022.07.21/0/4_837.frame,1,1,960,600,53,244,132.77959027777777,131.0
2022.07.21/0/4_840.frame,1,1,960,600,47,255,132.36540277777777,131.0
2022.07.21/0/4_847.frame,1,1,960,600,49,227,132.8318003472222,132.0
2022.07.21/0/4_852.frame,1,1,960,600,57,227,133.2107621527778,132.0
2022.07.21/0/4_904.frame,1,1,960,600,43,243,126.68622569444445,126.0
2022.07.21/0/5_088.frame,1,1,960,600,19,253,115.35403819444444,136.0
2022.07.21/0/5_093.frame,1,1,960,600,51,235,146.6578159722222,146.0
2022.07.21/0/5_276.frame,1,1,960,600,44,255,149.55545659722222,148.0
2022.07.21/0/5_359.frame,1,1,960,600,80,238,147.82600868055556,146.0
2022.07.21/0/5_372.frame,1,1,960,600,38,234,145.30421527777779,144.0
2022.07.21/0/5_522.frame,1,1,960,600,82,237,146.0845121527778,144.0
2022.07.21/0/5_586.frame,1,1,960,600,42,255,150.5570295138889,150.0
2022.07.21/0/5_743.frame,1,1,960,600,52,255,147.5274982638889,146.0
2022.07.21/0/5_773.frame,1,1,960,600,77,232,145.79349131944446,145.0
2022.07.21/0/5_775.frame,1,1,960,600,73,232,149.54879166666666,149.0
2022.07.21/0/5_833.frame,1,1,960,600,88,255,152.59878125,150.0
2022.07.21/0/5_838.frame,1,1,960,600,67,249,149.55255381944446,149.0
2022.07.21/0/5_844.frame,1,1,960,600,77,255,149.0261875,148.0
2022.07.21/0/5_845.frame,1,1,960,600,53,240,148.99566493055556,148.0
2022.07.21/0/5_860.frame,1,1,960,600,65,241,149.49794965277778,148.0
2022.07.21/0/5_878.frame,1,1,960,600,57,239,149.0342013888889,148.0
2022.07.21/0/5_889.frame,1,1,960,600,67,251,145.29907291666666,145.0
2022.07.21/0/dist_1_frame_1.frame,1,1,960,600,2,255,87.51703125,87.0
2022.07.21/0/dist_1_frame_2.frame,1,1,960,600,2,255,87.47984027777778,87.0
2022.07.21/0/dist_1_frame_3.frame,1,1,960,600,2,255,87.6611076388889,87.0
2022.07.21/0/dist_6_frame_1.frame,0,1,960,600,5,255,90.76651736111111,90.0
2022.07.21/1/0_523.frame,1,1,960,600,62,255,152.78761979166666,154.0
2022.07.21/1/3_167.frame,1,1,960,600,47,237,137.82324305555557,136.0
2022.08.02/0/0_090.frame,1,1,960,600,53,255,155.94652430555556,157.0
2022.08.02/0/0_245.frame,1,1,960,600,71,236,155.08335416666668,156.0
2022.08.02/0/0_254.frame,1,1,960,600,56,233,156.0199201388889,157.0
2022.08.02/0/0_256.frame,1,1,960,600,83,229,155.845796875,157.0
2022.08.02/0/0_291.frame,1,1,960,600,65,237,157.41192534722222,158.0
2022.08.02/0/0_483.frame,1,1,960,600,68,255,158.49033506944446,159.0
2022.08.02/0/0_522.frame,1,1,960,600,85,254,155.66301041666668,154.0
2022.08.02/0/0_524.frame,1,1,960,600,80,238,150.1548576388889,148.0
2022.08.02/0/1_132.frame,1,1,960,600,49,255,155.71335243055555,156.0
2022.08.02/0/1_387.frame,1,1,960,600,61,255,154.42159027777777,155.0
2022.08.02/0/1_523.frame,1,1,960,600,71,234,150.10288194444445,148.0
2022.08.02/0/1_526.frame,1,1,960,600,71,255,146.22035763888888,145.0
2022.08.02/0/1_629.frame,1,1,960,600,61,255,155.44047569444444,156.0
2022.08.02/0/1_759.frame,1,1,960,600,29,255,152.44460069444443,153.0
2022.08.02/0/2_226.frame,1,1,960,600,59,235,145.6901909722222,144.0
2022.08.02/0/2_323.frame,1,1,960,600,48,255,150.13512673611112,148.0
2022.08.02/0/2_822.frame,1,1,960,600,75,255,150.14526388888888,148.0
2022.08.02/0/3_108.frame,1,1,960,600,58,255,168.066609375,166.0
2022.08.02/0/3_268.frame,1,1,960,600,64,224,135.7368420138889,134.0
2022.08.02/0/3_536.frame,1,1,960,600,49,255,136.63022222222222,135.0
2022.08.02/0/3_584.frame,1,1,960,600,61,234,138.77955902777776,137.0
2022.08.02/0/3_619.frame,1,1,960,600,62,227,136.31872743055555,135.0
2022.08.02/0/3_701.frame,1,1,960,600,81,239,138.89890972222221,137.0
2022.08.02/0/3_838.frame,1,1,960,600,39,233,135.49657291666668,135.0
2022.08.02/0/3_902.frame,1,1,960,600,41,246,137.16343229166668,136.0
2022.08.02/0/4_090.frame,1,1,960,600,23,255,128.66988368055556,129.0
2022.08.02/0/4_136.frame,1,1,960,600,58,219,133.07484027777778,132.0
2022.08.02/0/4_237.frame,1,1,960,600,37,250,130.76719270833334,129.0
2022.08.02/0/4_394.frame,1,1,960,600,39,247,130.66330902777779,129.0
2022.08.02/0/4_414.frame,1,1,960,600,53,218,128.56400173611112,127.0
2022.08.02/0/4_491.frame,1,1,960,600,47,237,129.51758333333333,128.0
2022.08.02/0/4_526.frame,1,1,960,600,50,226,128.176828125,126.0
2022.08.02/0/4_579.frame,1,1,960,600,45,246,131.56970833333332,131.0
2022.08.02/0/4_590.frame,1,1,960,600,37,255,129.9897048611111,129.0
2022.08.02/0/4_711.frame,1,1,960,600,43,221,131.89369618055557,131.0
2022.08.02/0/4_756.frame,1,1,960,600,58,216,129.67962673611112,129.0
2022.08.02/0/4_771.frame,1,1,960,600,52,221,132.82779861111112,132.0
2022.08.02/0/4_789.frame,1,1,960,600,56,213,130.38950694444443,130.0
2022.08.02/0/4_826.frame,1,1,960,600,48,225,130.02295833333332,129.0
2022.08.02/0/4_907.frame,1,1,960,600,42,216,134.71402256944444,134.0
2022.08.02/0/4_913.frame,1,1,960,600,41,255,144.3542951388889,130.0
2022.08.02/0/5_153.frame,0,1,960,600,35,255,148.69794791666666,149.0
2022.08.02/0/5_164.frame,1,1,960,600,60,255,147.25466493055555,146.0
2022.08.02/0/5_357.frame,1,1,960,600,61,255,144.44050520833332,143.0
2022.08.02/0/5_358.frame,1,1,960,600,40,251,137.94445659722223,139.0
2022.08.02/0/5_526.frame,1,1,960,600,72,240,144.05648958333333,146.0
2022.08.02/0/5_533.frame,1,1,960,600,83,245,148.71648611111112,147.0
2022.08.02/0/5_548.frame,1,1,960,600,36,231,144.02219791666667,142.0
2022.08.02/1/1_440.frame,1,1,960,600,66,245,154.28761111111112,155.0
2022.08.02/1/1_526.frame,1,1,960,600,72,255,144.79139930555556,141.0
2022.08.02/1/2_221.frame,1,1,960,600,89,243,149.83197569444445,147.0
2022.08.02/1/2_738.frame,1,1,960,600,81,255,148.95250694444445,147.0
2022.08.02/1/3_499.frame,1,1,960,600,56,226,134.49045833333332,133.0
2022.08.02/1/3_596.frame,1,1,960,600,47,255,137.48287152777777,136.0
2022.08.02/1/3_688.frame,1,1,960,600,57,228,139.2499826388889,138.0
2022.08.02/1/4_272.frame,1,1,960,600,34,217,130.81060590277778,130.0
2022.08.02/1/4_570.frame,1,1,960,600,57,255,131.66933680555556,130.0
2022.08.02/1/4_909.frame,0,1,960,600,34,216,134.01898090277777,133.0
2022.08.02/1/5_095.frame,1,1,960,600,55,245,148.33697569444445,147.0
2022.08.02/1/5_522.frame,1,1,960,600,79,215,138.53847048611112,136.0
2022.08.02/2/1_526.frame,1,1,960,600,51,231,149.37344965277777,148.0
2022.08.17/0/1_288.frame,1,1,960,600,66,255,155.08171354166666,155.0
2022.08.17/0/0_119.frame,1,1,960,600,52,242,151.119140625,152.0
2022.08.17/0/0_251.frame,1,1,960,600,51,242,144.62914756944446,145.0
2022.08.17/0/0_285.frame,1,1,960,600,78,249,159.46395659722222,160.0
2022.08.17/0/0_358.frame,1,1,960,600,64,232,154.21602604166668,155.0
2022.08.17/0/0_404.frame,1,1,960,600,56,251,143.63083159722223,145.0
2022.08.17/0/0_767.frame,1,1,960,600,47,255,145.10025520833332,149.0
2022.08.17/0/0_832.frame,1,1,960,600,61,255,150.11640972222222,151.0
2022.08.17/0/1_111.frame,1,1,960,600,42,255,150.34811979166668,152.0
2022.08.17/0/1_163.frame,1,1,960,600,60,255,154.35697222222223,154.0
2022.08.17/0/1_188.frame,1,1,960,600,61,228,144.06889930555556,143.0
2022.08.17/0/1_404.frame,1,1,960,600,57,255,142.00897743055555,141.0
2022.08.17/0/1_492.frame,1,1,960,600,51,255,154.19861284722222,155.0
2022.08.17/0/1_591.frame,1,1,960,600,37,226,125.66846527777778,123.0
2022.08.17/0/1_621.frame,1,1,960,600,56,231,132.70988368055555,130.0
2022.08.17/0/1_787.frame,1,1,960,600,67,255,150.55628993055555,150.0
2022.08.17/0/1_896.frame,1,1,960,600,31,255,156.5848263888889,157.0
2022.08.17/0/1_907.frame,1,1,960,600,69,255,156.539296875,156.0
2022.08.17/0/2_148.frame,1,1,960,600,57,243,147.76602604166666,145.0
2022.08.17/0/2_163.frame,1,1,960,600,67,255,148.88325868055554,146.0
2022.08.17/0/2_189.frame,1,1,960,600,44,255,137.69409895833334,135.0
2022.08.17/0/2_248.frame,1,1,960,600,67,255,175.3236215277778,173.0
2022.08.17/0/2_441.frame,1,1,960,600,56,204,134.74144097222222,134.0
2022.08.17/0/2_509.frame,1,1,960,600,38,213,127.42272569444444,125.0
2022.08.17/0/2_578.frame,1,1,960,600,31,217,135.60747743055555,134.0
2022.08.17/0/2_602.frame,1,1,960,600,83,241,149.74843923611112,148.0
2022.08.17/0/2_749.frame,1,1,960,600,49,243,151.70675694444444,151.0
2022.08.17/0/2_767.frame,1,1,960,600,64,255,150.1640277777778,148.0
2022.08.17/0/2_802.frame,1,1,960,600,49,223,136.91796527777777,135.0
2022.08.17/0/3_143.frame,1,1,960,600,54,255,120.85732118055556,116.0
2022.08.17/0/3_162.frame,1,1,960,600,33,250,116.20720486111111,112.0
2022.08.17/0/3_194.frame,1,1,960,600,53,230,137.78507986111111,137.0
2022.08.17/0/3_417.frame,1,1,960,600,33,214,121.12724479166667,119.0
2022.08.17/0/3_511.frame,1,1,960,600,47,251,138.70955381944444,138.0
2022.08.17/0/3_512.frame,1,1,960,600,48,229,138.4843420138889,137.0
2022.08.17/0/3_531.frame,1,1,960,600,37,208,125.82961979166667,124.0
2022.08.17/0/3_536.frame,1,1,960,600,72,234,131.72268402777777,131.0
2022.08.17/0/3_748.frame,0,1,960,600,60,255,131.24097395833334,130.0
2022.08.17/0/3_794.frame,1,1,960,600,69,244,137.97368229166668,137.0
2022.08.17/0/3_885.frame,1,1,960,600,54,255,136.81633159722222,135.0
2022.08.17/0/3_899.frame,1,1,960,600,49,229,122.75064409722222,121.0
2022.08.17/0/4_110.frame,1,1,960,600,57,255,131.62846527777776,129.0
2022.08.17/0/4_121.frame,1,1,960,600,56,238,132.8798576388889,131.5
2022.08.17/0/4_179.frame,0,1,960,600,36,204,115.33477256944444,113.0
2022.08.17/0/4_195.frame,1,1,960,600,59,244,131.80944444444444,130.0
2022.08.17/0/4_215.frame,1,1,960,600,57,228,131.79071354166666,130.0
2022.08.17/0/4_309.frame,1,1,960,600,41,220,122.46069965277778,121.0
2022.08.17/0/4_497.frame,1,1,960,600,58,213,131.66108159722222,131.0
2022.08.17/0/4_542.frame,1,1,960,600,57,216,132.13662152777778,131.0
2022.08.17/0/4_778.frame,1,1,960,600,56,236,131.01165104166665,130.0
2022.08.17/0/4_779.frame,1,1,960,600,37,219,131.07010069444445,130.0
2022.08.17/0/4_797.frame,1,1,960,600,29,226,103.3032013888889,97.0
2022.08.17/0/4_856.frame,1,1,960,600,52,214,133.52444444444444,133.0
2022.08.17/0/5_094.frame,1,1,960,600,59,253,149.867515625,148.0
2022.08.17/0/5_151.frame,1,1,960,600,62,210,121.98844791666667,119.0
2022.08.17/0/5_210.frame,1,1,960,600,59,252,147.9532986111111,147.0
2022.08.17/0/5_236.frame,1,1,960,600,42,255,130.23527256944445,128.0
2022.08.17/0/5_319.frame,1,1,960,600,54,255,129.78485069444446,128.0
2022.08.17/0/5_434.frame,1,1,960,600,61,213,126.64390104166667,125.0
2022.08.17/0/5_529.frame,1,1,960,600,79,233,148.05734027777777,147.0
2022.08.17/0/5_840.frame,1,1,960,600,60,247,141.09635243055556,140.0
2022.08.23/0/1_322.frame,1,1,960,600,69,234,153.95160590277777,154.0
2022.08.23/0/2_253.frame,1,1,960,600,60,255,150.8087690972222,149.0
2022.08.23/0/2_556.frame,1,1,960,600,48,255,149.136875,147.0
2022.08.23/0/3_460.frame,1,1,960,600,36,255,136.95203819444444,136.0
2022.08.23/0/3_611.frame,1,1,960,600,62,234,138.48705208333334,137.0
2022.08.23/0/3_683.frame,1,1,960,600,83,240,138.21687152777778,137.0
2022.08.23/0/3_767.frame,1,1,960,600,36,241,137.65029513888888,136.0
2022.08.23/0/3_869.frame,1,1,960,600,62,249,133.89947222222222,132.0
2022.08.23/0/3_871.frame,1,1,960,600,54,249,138.0245,137.0
2022.08.23/0/4_193.frame,1,1,960,600,38,255,129.0723923611111,128.0
2022.08.23/0/4_552.frame,1,1,960,600,45,244,131.6844513888889,130.0
2022.08.23/0/4_698.frame,1,1,960,600,40,240,131.423390625,130.0
2022.08.23/0/4_807.frame,1,1,960,600,45,246,131.42384895833334,130.0
2022.08.23/0/4_828.frame,1,1,960,600,56,215,131.5865347222222,130.0
2022.08.23/0/5_634.frame,1,1,960,600,51,255,145.97419444444444,144.0
2022.08.23/0/5_808.frame,1,1,960,600,54,237,148.14502430555555,146.0
2022.09.05/0/0_287.frame,1,1,960,600,83,247,149.40517881944444,150.0
2022.09.05/0/0_451.frame,1,1,960,600,33,216,122.80325173611111,135.0
2022.09.05/0/0_864.frame,1,1,960,600,72,255,148.78623958333333,149.0
2022.09.05/0/0_887.frame,1,1,960,600,61,218,142.8324548611111,144.0
2022.09.05/0/1_217.frame,1,1,960,600,58,240,143.9933315972222,144.0
2022.09.05/0/1_760.frame,1,1,960,600,53,255,146.14322569444445,146.0
2022.09.05/0/2_100.frame,1,1,960,600,70,224,136.44151736111112,136.0
2022.09.05/0/2_157.frame,1,1,960,600,67,244,139.6761388888889,138.0
2022.09.05/0/2_487.frame,1,1,960,600,58,241,138.09686631944444,136.0
2022.09.05/0/2_686.frame,1,1,960,600,68,255,134.01689930555557,133.0
2022.09.05/0/3_129.frame,1,1,960,600,67,224,130.9538125,130.0
2022.09.05/0/3_241.frame,1,1,960,600,49,215,129.68146875,128.0
2022.09.05/0/3_497.frame,1,1,960,600,44,217,130.09169270833334,129.0
2022.09.05/0/3_661.frame,1,1,960,600,38,218,122.27666145833334,124.0
2022.09.05/0/3_850.frame,1,1,960,600,65,255,161.11565972222223,159.0
2022.09.05/0/3_851.frame,1,1,960,600,60,255,169.27975868055555,167.0
2022.09.05/0/4_105.frame,1,1,960,600,46,239,122.57156423611112,121.0
2022.09.05/0/4_112.frame,1,1,960,600,45,255,121.94491493055556,120.0
2022.09.05/0/4_128.frame,1,1,960,600,32,224,121.30165104166667,120.0
2022.09.05/0/4_200.frame,1,1,960,600,37,225,121.71960590277777,120.0
2022.09.05/0/4_447.frame,1,1,960,600,37,170,101.54916666666666,100.0
2022.09.05/0/4_467.frame,1,1,960,600,54,220,121.17530034722222,120.0
2022.09.05/0/4_493.frame,1,1,960,600,36,222,123.13255208333334,122.0
2022.09.05/0/4_584.frame,1,1,960,600,38,239,123.04451041666667,122.0
2022.09.05/0/4_623.frame,1,1,960,600,43,240,123.19704166666666,122.0
2022.09.05/0/4_837.frame,1,1,960,600,72,255,162.90101736111112,161.0
2022.09.05/0/4_880.frame,1,1,960,600,35,255,121.58115104166667,121.0
2022.09.05/0/4_890.frame,1,1,960,600,43,212,119.62844444444444,119.0
2022.09.05/0/4_893.frame,1,1,960,600,54,255,127.23473263888889,125.0
2022.09.05/0/5_112.frame,1,1,960,600,48,224,137.9231076388889,136.0
2022.09.05/0/5_161.frame,1,1,960,600,46,218,135.36420659722222,135.0
2022.09.05/0/5_198.frame,1,1,960,600,58,213,132.39977083333332,132.0
2022.09.05/0/5_268.frame,1,1,960,600,81,210,134.14510069444444,132.0
2022.09.05/0/5_450.frame,1,1,960,600,37,216,119.738375,125.0
2022.09.05/0/5_474.frame,1,1,960,600,45,224,136.64633333333333,136.0
2022.09.05/0/5_897.frame,1,1,960,600,57,249,138.600453125,138.0
2022.09.05/0/mnp104_dist_1_frame_1.frame,1,1,960,600,7,241,88.30659201388889,88.0
2022.09.05/0/mnp98_dist_2_frame_1.frame,1,1,960,600,10,233,91.15415277777778,90.0
2022.10.03/0_620.frame,1,1,960,600,73,255,151.4962517361111,152.0
2022.10.03/2_246.frame,1,1,960,600,42,255,135.90438368055555,134.0
2022.10.03/2_298.frame,1,1,960,600,73,228,141.50977777777777,140.0
2022.10.03/3_141.frame,1,1,960,600,55,221,133.49715625,133.0
2022.10.08/0_248.frame,1,1,960,600,87,255,147.78664409722222,148.0
2022.10.08/0_515.frame,1,1,960,600,77,255,148.62321701388888,149.0
2022.10.08/0_533.frame,0,1,960,600,54,255,148.06180902777777,149.0
2022.10.08/0_536.frame,1,1,960,600,77,255,149.37583854166667,150.0
2022.10.08/0_637.frame,1,1,960,600,81,255,148.30268923611112,149.0
2022.10.08/0_698.frame,1,1,960,600,73,255,151.758453125,152.0
2022.10.08/0_849.frame,1,1,960,600,60,233,152.6124236111111,154.0
2022.10.08/0_886.frame,1,1,960,600,78,216,144.675171875,146.0
2022.10.08/0_889.frame,1,1,960,600,78,217,143.53762673611112,145.0
2022.10.08/1_308.frame,1,1,960,600,65,255,149.89335069444445,150.0
2022.10.08/1_368.frame,1,1,960,600,68,255,150.74159722222223,150.0
2022.10.08/1_523.frame,1,1,960,600,35,233,143.91491493055557,144.0
2022.10.08/1_533.frame,0,1,960,600,44,255,144.91129166666667,144.0
2022.10.08/1_547.frame,1,1,960,600,60,254,148.55471701388888,148.0
2022.10.08/1_671.frame,1,1,960,600,64,255,149.202609375,149.0
2022.10.08/2_200.frame,1,1,960,600,58,255,140.61120659722224,138.0
2022.10.08/2_464.frame,1,1,960,600,54,254,146.32150520833332,145.0
2022.10.08/2_487.frame,1,1,960,600,60,245,146.28789409722222,144.0
2022.10.08/2_614.frame,1,1,960,600,54,255,143.8906736111111,142.0
2022.10.08/2_657.frame,1,1,960,600,52,234,144.24897916666666,142.0
2022.10.08/2_737.frame,1,1,960,600,86,238,143.94432465277777,142.0
2022.10.08/3_141.frame,1,1,960,600,64,220,129.54694791666665,129.0
2022.10.08/3_205.frame,1,1,960,600,60,223,131.24612326388888,128.0
2022.10.08/3_272.frame,1,1,960,600,63,217,130.94987847222222,129.0
2022.10.08/3_376.frame,1,1,960,600,63,225,132.6267638888889,131.0
2022.10.08/3_381.frame,0,1,960,600,43,255,131.14568402777778,130.0
2022.10.08/3_501.frame,0,1,960,600,63,255,131.02477256944445,130.0
2022.10.08/3_502.frame,0,1,960,600,35,228,130.05261631944444,130.0
2022.10.08/3_503.frame,1,1,960,600,31,230,122.57376909722223,128.0
2022.10.08/3_510.frame,1,1,960,600,48,229,134.68400694444443,134.0
2022.10.08/3_511.frame,1,1,960,600,79,225,131.92011805555555,131.0
2022.10.08/3_513.frame,1,1,960,600,58,228,134.50284201388888,133.0
2022.10.08/3_528.frame,1,1,960,600,40,255,132.6980017361111,132.0
2022.10.08/3_540.frame,1,1,960,600,62,234,134.32999479166668,133.0
2022.10.08/3_614.frame,1,1,960,600,48,242,132.544453125,131.0
2022.10.08/3_626.frame,1,1,960,600,51,216,133.80557465277778,133.0
2022.10.08/3_649.frame,1,1,960,600,50,255,131.36997222222223,130.0
2022.10.08/3_656.frame,1,1,960,600,42,255,132.54214756944444,131.0
2022.10.08/3_793.frame,0,1,960,600,55,255,130.07452430555554,129.0
2022.10.08/3_806.frame,1,1,960,600,72,225,133.679859375,132.0
2022.10.08/3_882.frame,1,1,960,600,46,255,139.959953125,136.0
2022.10.08/3_893.frame,1,1,960,600,76,255,144.82714756944443,134.0
2022.10.08/4_101.frame,0,1,960,600,40,255,121.3977517361111,121.0
2022.10.08/4_112.frame,1,1,960,600,52,255,124.45115277777778,123.0
2022.10.08/4_171.frame,1,1,960,600,38,240,126.55439756944445,126.0
2022.10.08/4_201.frame,1,1,960,600,28,255,119.81997743055555,119.0
2022.10.08/4_301.frame,1,1,960,600,53,229,125.44146875,124.0
2022.10.08/4_355.frame,0,1,960,600,47,223,125.004953125,124.0
2022.10.08/4_488.frame,1,1,960,600,49,227,126.46508506944444,125.0
2022.10.08/4_508.frame,0,1,960,600,52,212,122.72019097222223,122.0
2022.10.08/4_527.frame,1,1,960,600,54,219,124.6056545138889,123.0
2022.10.08/4_540.frame,1,1,960,600,44,227,127.10023263888888,126.0
2022.10.08/4_550.frame,1,1,960,600,43,245,122.16392013888888,121.0
2022.10.08/4_602.frame,1,1,960,600,43,231,124.06810243055556,123.0
2022.10.08/4_676.frame,1,1,960,600,51,253,127.77405902777778,127.0
2022.10.08/4_680.frame,1,1,960,600,52,255,128.21991493055555,127.0
2022.10.08/4_694.frame,1,1,960,600,50,238,127.91443576388889,127.0
2022.10.08/4_697.frame,1,1,960,600,46,230,127.45588715277778,126.0
2022.10.08/4_794.frame,1,1,960,600,38,197,123.09634375,123.0
2022.10.08/4_862.frame,1,1,960,600,51,221,125.01395486111112,124.0
2022.10.08/4_880.frame,1,1,960,600,53,255,131.6148611111111,129.0
2022.10.08/4_881.frame,0,1,960,600,46,255,127.55726041666667,126.0
2022.10.08/4_885.frame,1,1,960,600,38,255,127.72213888888889,126.0
2022.10.08/4_896.frame,1,1,960,600,50,255,128.02519618055555,125.0
2022.10.08/5_112.frame,1,1,960,600,56,255,141.13702083333334,140.0
2022.10.08/5_126.frame,1,1,960,600,62,255,140.62066666666666,139.0
2022.10.08/5_159.frame,1,1,960,600,56,243,139.98580555555554,139.0
2022.10.08/5_173.frame,1,1,960,600,45,237,142.647796875,142.0
2022.10.08/5_485.frame,1,1,960,600,79,255,141.86822569444445,141.0
2022.10.08/5_527.frame,1,1,960,600,58,225,135.60028645833333,135.0
2022.10.08/5_536.frame,1,1,960,600,63,237,139.00985243055555,138.0
